 TITLE = "Parameters_0011"
 VARIABLES = "iens" "pri"  "    E0" "    I0" "  Tinf" "  Tinc" " Trecm" " Trecs" " Thosp" " Tdead" "   sev" "   CFR"
 ZONE T="Parameters_1"  F=POINT, I=  500, J=1, K=1
    1    1  1084.896277   188.272512     3.713998     5.281169    13.392296     6.230905     8.702448     4.680644     0.039678     0.003842
    2    1  1175.564464   211.335590     3.460537     5.217358    13.079741     6.412383     8.744642     5.697662     0.037953     0.003914
    3    1  1223.460346   203.738889     3.735405     5.414568    13.569451     6.557253     8.493982     7.187806     0.037652     0.003903
    4    1  1277.415640   228.603392     3.748350     5.133963    12.847443     6.919644     7.949106     5.897588     0.035291     0.003834
    5    1  1196.527878   197.484271     3.247241     5.471965    11.771417     7.310587     7.671567     6.863457     0.032972     0.003920
    6    1  1008.792850   212.382801     3.849947     4.454874    13.884344     7.282110     8.957591     5.424029     0.034245     0.003874
    7    1  1112.509439   241.163947     3.473807     5.380691    14.190750     6.621689     8.176194     6.812845     0.035388     0.003727
    8    1  1053.379738   205.424958     3.658675     4.986023    11.773713     6.721612     8.251679     6.597612     0.035398     0.003851
    9    1  1040.170141   218.495132     3.570492     5.398228    14.605632     7.154714     7.490747     6.367982     0.033778     0.003868
   10    1  1135.510129   203.147257     3.483551     5.557302    13.330979     6.780041     7.167091     5.411847     0.035788     0.003837
   11    1  1073.603752   202.491691     3.757745     4.824146    15.046684     6.684695     7.219842     5.753954     0.036924     0.003875
   12    1  1182.092478   222.294902     3.665536     5.343738    13.086270     6.470919     8.293730     5.513050     0.038037     0.003842
   13    1  1030.152307   179.513589     3.250590     5.784275    11.379608     6.090199     8.118963     5.966900     0.043069     0.004046
   14    1  1217.040057   199.397620     3.549147     5.386544    13.321264     6.731333     7.173252     5.776063     0.035916     0.003846
   15    1  1125.513898   190.674091     3.873772     4.913958    13.103615     6.947931     8.232066     6.529607     0.035515     0.003915
   16    1  1207.172199   177.697956     3.763346     4.888585    13.076000     6.702003     8.592084     6.812430     0.037526     0.003970
   17    1   876.724338   230.018171     3.619505     4.834861    10.549236     6.813287     8.962227     4.897785     0.034733     0.003797
   18    1  1101.675714   202.458882     4.183772     4.636421    12.088742     6.425094     7.568223     6.864857     0.037738     0.003879
   19    1  1121.360054   231.242811     4.103487     4.806723    13.514553     7.041964     7.783968     7.293014     0.034389     0.003880
   20    1  1043.173125   174.100236     3.436739     5.288342    12.563438     7.224623     7.960154     5.755829     0.033086     0.003819
   21    1  1071.387197   246.563290     3.976029     4.653756    13.340710     7.155416     8.140770     5.311710     0.034281     0.003796
   22    1  1135.521859   238.017896     3.815940     5.376906    10.508944     6.806328     8.261402     6.827237     0.034154     0.003755
   23    1  1068.061132   209.887525     3.381912     5.234583    13.103059     6.561432     8.183354     5.154376     0.037440     0.003905
   24    1   894.281864   183.863344     3.908090     4.556857    12.573819     6.210342     8.029581     5.846176     0.042240     0.004017
   25    1  1254.726186   223.756509     4.034981     4.683252    12.359271     6.726570     8.165387     5.669838     0.037290     0.003917
   26    1   946.970463   177.761245     3.639155     5.221947    12.216816     6.563288     7.785427     6.199571     0.037467     0.003874
   27    1  1186.854359   228.524994     3.413865     5.608209    11.867175     6.915336     7.911464     5.088689     0.035085     0.003893
   28    1  1136.354531   177.355445     3.812610     5.081474    13.544380     6.570391     7.827696     4.951355     0.036408     0.003768
   29    1  1055.774875   190.241073     3.968192     4.763829    13.639973     7.069402     7.183464     7.115889     0.033738     0.003856
   30    1  1051.374297   191.672324     3.616987     4.956108    13.829784     6.466871     8.110508     3.995652     0.037189     0.003769
   31    1  1148.150753   207.487753     3.371387     5.623324    14.554722     7.108825     8.522590     6.085277     0.034035     0.003866
   32    1  1135.310349   233.404157     3.778200     5.139345    13.711907     6.720985     8.063877     6.177757     0.035711     0.003803
   33    1  1258.241443   203.822302     3.940836     4.629263    12.190301     6.416016     9.146600     5.246534     0.038611     0.003833
   34    1  1155.751697   205.068612     3.398007     5.730481    13.838504     6.645329     7.468661     5.350605     0.037193     0.003919
   35    1  1010.108210   202.399898     3.177484     5.678669    12.392280     6.655479     8.167986     5.739428     0.036076     0.003786
   36    1  1121.007034   206.809204     4.113320     4.940890    13.180424     6.715128     7.722376     7.665674     0.036069     0.003882
   37    1  1224.569251   200.343115     3.648203     5.180605    13.514803     6.844625     7.663574     5.862435     0.035579     0.003873
   38    1  1271.087944   213.745385     4.023051     4.933687    14.056723     6.968955     7.876909     5.791992     0.034751     0.003845
   39    1  1026.584918   235.985493     3.571584     5.120003    12.142931     6.751845     7.601588     6.364553     0.036118     0.003891
   40    1  1082.391878   179.292442     4.502018     4.329636    12.205972     6.695803     8.072520     5.765776     0.035615     0.003852
   41    1  1059.145437   188.937577     3.768201     5.166391    12.338210     6.321647     8.463588     6.545902     0.038361     0.003847
   42    1  1345.147731   195.500566     3.437199     5.603277    13.333477     6.850099     7.672161     6.915671     0.035267     0.003929
   43    1  1245.818473   192.271039     3.608181     5.277462    13.562216     6.782873     7.988759     5.667593     0.035106     0.003792
   44    1  1170.605989   181.206336     3.810587     5.069776    13.302519     6.945782     6.638340     5.698380     0.035435     0.003914
   45    1  1161.663224   207.426759     3.377991     5.602554    11.909487     6.675098     7.851399     5.575343     0.036944     0.003820
   46    1  1151.507561   188.506891     3.658862     5.356281    12.611224     6.898468     6.671437     6.324146     0.034914     0.003840
   47    1  1047.581421   222.039405     3.765383     5.264597    12.839464     6.614023     6.918150     6.564499     0.037956     0.003960
   48    1  1393.198583   191.762603     4.109839     5.022741    13.749026     6.718892     7.425205     5.672153     0.036189     0.003859
   49    1  1034.006627   215.362787     3.341906     5.501710    12.606902     6.906191     8.815262     6.784138     0.035967     0.003948
   50    1  1050.661445   214.023959     3.651243     5.116405    13.606933     6.722537     8.117881     6.339696     0.037845     0.003919
   51    1  1308.176158   206.813150     3.353696     5.638080    11.789711     6.232079     8.629098     7.592611     0.039293     0.003890
   52    1  1144.545981   196.219552     3.332533     5.421322    12.974612     6.904009     7.364073     5.625994     0.036445     0.003865
   53    1  1310.692592   188.362717     4.091035     4.776520    13.062022     6.914869     8.763520     5.611224     0.036160     0.003954
